NIT Proveedor;Proveedor; Fecha del día de tráfico;Hora Pico;Tráfico Datos  Internacional (GB);Tráfico Datos   NAPs - Colombia (GB);Tráfico Datos  Acuerdos de tránsito o peering directo (GB);Tráfico Datos  Local (GB);Tráfico Datos  Total (GB)
830016046;AVANTEL;30/03/2020;22:00;0,02;7737,69;4481,94;0,00;200289,13
830016046;AVANTEL;31/03/2020;23:00;0,03;7136,28;4313,14;0,00;198947,95
830016046;AVANTEL;01/04/2020;22:00;0,05;7627,29;4523,16;0,00;200803,09
830016046;AVANTEL;02/04/2020;22:00;0,03;7756,01;4517,24;0,00;205449,38
830016046;AVANTEL;03/04/2020;22:00;0,02;7837,03;4770,37;0,00;212014,48
830016046;AVANTEL;04/04/2020;22:00;0,01;8404,94;4202,47;0,00;210709,91
830016046;AVANTEL;05/04/2020;22:00;0,01;8233,57;4116,79;0,00;208025,59
830016046;AVANTEL;06/04/2020;22:00;0,02;7405,47;4628,42;0,00;200248,66
830016046;AVANTEL;07/04/2020;22:00;0,02;7502,25;4425,49;0,00;199525,66
830016046;AVANTEL;08/04/2020;22:00;0,02;7763,73;4424,02;0,00;201923,16
830016046;AVANTEL;09/04/2020;22:00;0,02;8139,43;4283,91;0,00;201719,67
830016046;AVANTEL;10/04/2020;22:00;0,02;8863,56;3460,11;0,00;203402,81
830016046;AVANTEL;11/04/2020;22:00;0,01;8061,66;4436,05;0,00;202662,95
830016046;AVANTEL;12/04/2020;22:00;0,01;7636,96;4655,69;0,00;204525,52
830016046;AVANTEL;13/04/2020;22:00;0,01;7637,88;4728,21;0,00;203688,55
830016046;AVANTEL;14/04/2020;22:00;0,02;7532,83;4379,55;0,00;198747,95
830016046;AVANTEL;15/04/2020;22:00;0,03;7495,73;4332,79;0,00;196868,19
830016046;AVANTEL;16/04/2020;22:00;0,04;7467,00;4291,38;0,00;196338,48
830016046;AVANTEL;17/04/2020;22:00;0,02;7730,14;4456,20;0,00;199605,44
830016046;AVANTEL;18/04/2020;22:00;0,04;8045,51;4522,88;0,00;204976,28
830016046;AVANTEL;19/04/2020;22:00;0,03;7882,34;4283,88;0,00;202210,58
830016046;AVANTEL;20/04/2020;22:00;0,03;7517,86;4134,82;0,00;194626,48
830016046;AVANTEL;21/04/2020;22:00;0,03;7528,16;4295,48;0,00;195574,63
830016046;AVANTEL;22/04/2020;22:00;0,04;7521,48;4145,36;0,00;198344,95
830016046;AVANTEL;23/04/2020;22:00;0,07;7570,36;4313,35;0,00;199344,27
830016046;AVANTEL;24/04/2020;22:00;0,04;7840,90;4506,26;0,00;203897,19
830016046;AVANTEL;25/04/2020;22:00;0,04;8150,50;4405,68;0,00;204139,50
830016046;AVANTEL;26/04/2020;22:00;0,03;7814,79;4379,72;0,00;203095,67
830016046;AVANTEL;27/04/2020;22:00;0,03;7591,58;4254,62;0,00;196504,13
830016046;AVANTEL;28/04/2020;22:00;0,04;7685,63;4468,39;0,00;200135,88
830016046;AVANTEL;29/04/2020;22:00;0,04;7536,46;4564,94;0,00;204007,34
830016046;AVANTEL;30/04/2020;22:00;0,02;8009,91;4109,79;0,00;200808,11
830016046;AVANTEL;01/05/2020;22:00;0,03;8027,86;4382,78;0,00;201738,81
830016046;AVANTEL;02/05/2020;22:00;0,04;8087,07;4497,62;0,00;204985,52
830016046;AVANTEL;03/05/2020;22:00;0,03;7875,73;4307,72;0,00;203190,13
830016046;AVANTEL;04/05/2020;22:00;0,02;7705,63;4238,10;0,00;195805,44
830016046;AVANTEL;05/05/2020;22:00;0,03;7354,94;4301,13;0,00;192568,38
830016046;AVANTEL;06/05/2020;22:00;0,03;7562,24;4295,71;0,00;194790,17
830016046;AVANTEL;07/05/2020;22:00;0,03;7411,41;4284,05;0,00;196086,88
830016046;AVANTEL;08/05/2020;22:00;0,02;7354,94;4301,13;0,00;197743,56
830016046;AVANTEL;09/05/2020;22:00;0,03;7622,97;4234,98;0,00;199312,45
830016046;AVANTEL;10/05/2020;22:00;0,01;7229,93;4465,54;0,00;203973,89
830016046;AVANTEL;11/05/2020;22:00;0,02;7555,18;4710,88;0,00;189988,84
830016046;AVANTEL;12/05/2020;22:00;0,02;7645,33;4150,32;0,00;193581,42
830016046;AVANTEL;13/05/2020;22:00;0,03;7345,57;4310,57;0,00;195533,16
830016046;AVANTEL;14/05/2020;22:00;0,02;7547,72;4376,79;0,00;198115,34
830016046;AVANTEL;15/05/2020;22:00;0,02;7820,80;4330,16;0,00;201504,39
830016046;AVANTEL;16/05/2020;22:00;0,02;8057,36;4268,22;0,00;201006,52
830016046;AVANTEL;17/05/2020;22:00;0,03;7853,62;4339,01;0,00;203215,05
830016046;AVANTEL;18/05/2020;22:00;0,02;6863,88;4170,46;0,00;189368,59
830016046;AVANTEL;19/05/2020;22:00;0,03;7686,39;4285,75;0,00;195119,30
830016046;AVANTEL;20/05/2020;22:00;0,04;7565,83;4247,48;0,00;196127,27
830016046;AVANTEL;21/05/2020;22:00;0,08;7135,67;4148,65;0,00;174669,67
830016046;AVANTEL;22/05/2020;22:00;0,03;7365,44;4082,05;0,00;159070,66
830016046;AVANTEL;23/05/2020;22:00;0,07;7758,57;4126,90;0,00;194174,52
830016046;AVANTEL;24/05/2020;22:00;0,12;7903,87;4232,67;0,00;197568,45
830016046;AVANTEL;25/05/2020;22:00;0,06;7425,20;4411,44;0,00;196650,91
830016046;AVANTEL;26/05/2020;22:00;0,02;7330,51;4355,18;0,00;194581,23
830016046;AVANTEL;27/05/2020;22:00;0,01;7397,13;4314,99;0,00;196424,31
830016046;AVANTEL;28/05/2020;22:00;0,02;7281,17;4368,70;0,00;196854,70
830016046;AVANTEL;29/05/2020;22:00;0,02;7221,40;4451,55;0,00;196268,38
830016046;AVANTEL;30/05/2020;22:00;0,07;7802,46;4204,66;0,00;197574,69
830016046;AVANTEL;31/05/2020;22:00;0,02;7754,82;4206,00;0,00;199010,02
830016046;AVANTEL;01/06/2020;22:00;0,01;7218,34;4284,44;0,00;189041,66
830016046;AVANTEL;02/06/2020;22:00;0,02;7338,12;4155,32;0,00;187716,16
830016046;AVANTEL;03/06/2020;22:00;0,02;7475,91;4349,62;0,00;198037,81
830016046;AVANTEL;04/06/2020;22:00;0,02;7399,51;4290,84;0,00;197228,09
830016046;AVANTEL;05/06/2020;22:00;0,03;7323,12;4527,02;0,00;198569,88
830016046;AVANTEL;06/06/2020;22:00;0,02;7829,27;4262,60;0,00;191763,23
830016046;AVANTEL;07/06/2020;22:00;0,02;7476,60;4408,17;0,00;199560,05
830016046;AVANTEL;08/06/2020;22:00;0,06;7545,39;4187,04;0,00;193543,66
830016046;AVANTEL;09/06/2020;22:00;0,02;7516,34;4332,58;0,00;198334,84
830016046;AVANTEL;10/06/2020;22:00;0,02;7586,53;4373,04;0,00;201379,08
830016046;AVANTEL;11/06/2020;22:00;0,02;7775,40;4330,69;0,00;208491,80
830016046;AVANTEL;12/06/2020;22:00;0,02;7749,38;4266,94;0,00;204269,55
830016046;AVANTEL;13/06/2020;22:00;0,01;7583,14;4224,84;0,00;198546,97
830016046;AVANTEL;14/06/2020;22:00;0,01;7756,87;4240,86;0,00;187778,45
830016046;AVANTEL;15/06/2020;22:00;0,04;7652,07;4455,19;0,00;196592,64
830016046;AVANTEL;16/06/2020;22:00;0,02;7341,86;4285,05;0,00;194669,19
830016046;AVANTEL;17/06/2020;22:00;0,04;7641,92;4449,28;0,00;203511,45
830016046;AVANTEL;18/06/2020;22:00;0,02;7697,88;4492,84;0,00;204813,70
830016046;AVANTEL;19/06/2020;22:00;0,04;7557,56;4436,37;0,00;204627,53
830016046;AVANTEL;20/06/2020;22:00;0,01;7771,98;4499,26;0,00;203562,48
830016046;AVANTEL;21/06/2020;22:00;0,02;7449,25;4465,39;0,00;202361,23
830016046;AVANTEL;22/06/2020;22:00;0,03;7778,59;4591,58;0,00;201775,52
830016046;AVANTEL;23/06/2020;22:00;0,04;7517,77;4393,60;0,00;198569,80
830016046;AVANTEL;24/06/2020;22:00;0,07;7484,60;4483,74;0,00;196509,23
830016046;AVANTEL;25/06/2020;22:00;0,11;7182,29;4515,56;0,00;199560,08
830016046;AVANTEL;26/06/2020;22:00;0,06;6516,26;3807,62;0,00;199104,97
830016046;AVANTEL;27/06/2020;22:00;0,01;6827,47;3847,72;0,00;198795,64
830016046;AVANTEL;28/06/2020;22:00;0,01;6476,70;3683,46;0,00;203416,13
830016046;AVANTEL;29/06/2020;22:00;0,01;6674,70;4000,49;0,00;196650,91
830016046;AVANTEL;30/06/2020;22:00;0,06;7380,92;4312,86;0,00;194048,05
830016046;AVANTEL;01/07/2020;22:00;0,02;7096,48;4373,37;0,00;195542,63
830016046;AVANTEL;02/07/2020;22:00;0,03;7312,76;4374,14;0,00;194472,23
830016046;AVANTEL;03/07/2020;22:00;0,04;7569,63;4422,91;0,00;197472,33
830016046;AVANTEL;04/07/2020;22:00;0,01;7722,12;4353,28;0,00;200611,27
830016046;AVANTEL;05/07/2020;22:00;0,02;7600,09;4662,14;0,00;201498,91
830016046;AVANTEL;06/07/2020;22:00;0,04;7404,71;4565,49;0,00;198374,56
830016046;AVANTEL;07/07/2020;22:00;0,02;7226,26;4311,48;0,00;193060,67
830016046;AVANTEL;08/07/2020;22:00;0,02;7310,42;4340,20;0,00;193996,16
830016046;AVANTEL;09/07/2020;22:00;0,03;7414,20;4528,64;0,00;197653,27
830016046;AVANTEL;10/07/2020;22:00;0,02;7643,95;4601,77;0,00;203339,88
830016046;AVANTEL;11/07/2020;22:00;0,04;7845,72;4607,30;0,00;207337,67
830016046;AVANTEL;12/07/2020;22:00;0,04;7633,14;4828,14;0,00;207063,27
830016046;AVANTEL;13/07/2020;22:00;0,02;7475,38;4647,79;0,00;203685,45
830016046;AVANTEL;14/07/2020;22:00;0,02;7537,31;4670,96;0,00;202756,59
830016046;AVANTEL;15/07/2020;22:00;0,01;7459,97;4564,87;0,00;204459,50
830016046;AVANTEL;16/07/2020;22:00;0,02;7583,86;4692,15;0,00;208051,91
830016046;AVANTEL;17/07/2020;22:00;0,03;7901,11;4649,52;0,00;209856,52
830016046;AVANTEL;18/07/2020;22:00;0,01;8170,05;4689,47;0,00;211447,42
830016046;AVANTEL;19/07/2020;22:00;0,03;8180,97;4784,93;0,00;215039,52
830016046;AVANTEL;20/07/2020;22:00;0,01;8138,61;4779,89;0,00;215345,45
830016046;AVANTEL;21/07/2020;22:00;0,02;7845,05;4665,16;0,00;208487,09
830016046;AVANTEL;22/07/2020;22:00;0,02;7992,92;4574,43;0,00;210291,25
830016046;AVANTEL;23/07/2020;22:00;0,03;7931,11;4772,78;0,00;212193,94
830016046;AVANTEL;24/07/2020;22:00;0,02;8148,03;4652,88;0,00;214401,89
830016046;AVANTEL;25/07/2020;22:00;0,02;8624,83;4676,48;0,00;216902,05
830016046;AVANTEL;26/07/2020;22:00;0,01;8229,65;4851,79;0,00;216101,05
830016046;AVANTEL;27/07/2020;22:00;0,01;7820,43;4606,25;0,00;207407,11
830016046;AVANTEL;28/07/2020;22:00;0,02;8034,54;4572,75;0,00;206394,06
830016046;AVANTEL;29/07/2020;22:00;0,01;7783,19;4347,98;0,00;209895,95
830016046;AVANTEL;30/07/2020;22:00;0,00;7956,89;4653,65;0,00;206666,80
830016046;AVANTEL;31/07/2020;22:00;0,02;8257,47;4528,11;0,00;210653,63
830016046;AVANTEL;01/08/2020;22:00;0,01;8549,29;4502,01;0,00;212185,92
830016046;AVANTEL;02/08/2020;22:00;0,00;8114,74;4638,42;0,00;207884,63
830016046;AVANTEL;03/08/2020;22:00;0,01;7925,70;4173,63;0,00;204525,05
830016046;AVANTEL;04/08/2020;22:00;0,01;7835,32;4664,23;0,00;207012,06
830016046;AVANTEL;05/08/2020;22:00;0,01;8077,75;4664,76;0,00;209928,67
830016046;AVANTEL;06/08/2020;22:00;0,03;8401,26;4740,96;0,00;216822,98
830016046;AVANTEL;07/08/2020;22:00;0,02;8493,18;4780,07;0,00;222230,83
830016046;AVANTEL;08/08/2020;22:00;0,00;8639,01;4739,56;0,00;220198,06
830016046;AVANTEL;09/08/2020;22:00;0,01;8274,91;4810,80;0,00;219957,16
830016046;AVANTEL;10/08/2020;22:00;0,02;8059,65;4710,88;0,00;212423,84
830016046;AVANTEL;11/08/2020;22:00;0,03;8174,65;4749,72;0,00;211093,20
830016046;AVANTEL;12/08/2020;22:00;0,03;8066,93;4673,89;0,00;215668,95
830016046;AVANTEL;13/08/2020;22:00;0,01;8804,82;4034,88;0,00;208187,17
830016046;AVANTEL;14/08/2020;22:00;0,03;8409,78;4697,00;0,00;217332,45
830016046;AVANTEL;15/08/2020;22:00;0,02;8532,05;4572,41;0,00;221022,95
830016046;AVANTEL;16/08/2020;22:00;0,00;8064,68;4688,64;0,00;218828,61
830016046;AVANTEL;17/08/2020;22:00;0,02;8353,40;4631,27;0,00;217495,88
830016046;AVANTEL;18/08/2020;22:00;0,00;7797,42;4391,37;0,00;211425,02
830016046;AVANTEL;19/08/2020;22:00;0,02;7837,43;4370,16;0,00;206595,97
830016046;AVANTEL;20/08/2020;22:00;0,02;7579,39;4429,89;0,00;204223,53
830016046;AVANTEL;21/08/2020;22:00;0,03;7608,03;4406,44;0,00;205475,59
830016046;AVANTEL;22/08/2020;22:00;0,01;7798,47;4336,29;0,00;194844,00
830016046;AVANTEL;23/08/2020;22:00;0,02;7370,53;4495,27;0,00;202817,78
830016046;AVANTEL;24/08/2020;22:00;0,01;7351,02;4312,24;0,00;197024,45
830016046;AVANTEL;25/08/2020;22:00;0,00;7391,12;4333,64;0,00;198389,06
830016046;AVANTEL;26/08/2020;22:00;0,00;7394,87;4416,90;0,00;200893,09
830016046;AVANTEL;27/08/2020;22:00;0,02;7272,74;4325,29;0,00;202390,20
830016046;AVANTEL;28/08/2020;22:00;0,02;7247,75;4353,24;0,00;201335,88
830016046;AVANTEL;29/08/2020;22:00;0,03;7342,27;4287,91;0,00;199548,97
830016046;AVANTEL;30/08/2020;22:00;0,00;7231,10;4498,68;0,00;198203,34
830016046;AVANTEL;31/08/2020;22:00;0,03;7333,06;4322,46;0,00;197036,06
830016046;AVANTEL;01/09/2020;22:00;0,00;7094,80;4285,04;0,00;197597,53
830016046;AVANTEL;02/09/2020;22:00;0,00;7341,19;4296,66;0,00;199595,19
830016046;AVANTEL;03/09/2020;22:00;0,00;7247,69;4344,72;0,00;199594,47
830016046;AVANTEL;04/09/2020;22:00;0,00;7387,47;4290,69;0,00;189411,89
830016046;AVANTEL;05/09/2020;22:00;0,01;7890,98;3576,01;0,00;194506,92
830016046;AVANTEL;06/09/2020;22:00;0,00;7195,66;4494,40;0,00;193605,63
830016046;AVANTEL;07/09/2020;22:00;0,00;6994,50;4315,44;0,00;193041,91
830016046;AVANTEL;08/09/2020;22:00;0,00;7143,46;4218,07;0,00;196638,81
830016046;AVANTEL;09/09/2020;22:00;0,00;6742,32;5390,37;0,00;201692,67
830016046;AVANTEL;10/09/2020;22:00;0,00;6718,20;4939,71;0,00;204268,36
830016046;AVANTEL;11/09/2020;22:00;0,01;6947,21;4664,33;0,00;203763,59
830016046;AVANTEL;12/09/2020;22:00;0,04;7029,61;4455,54;0,00;198406,61
830016046;AVANTEL;13/09/2020;22:00;0,04;7065,12;4589,29;0,00;196705,03
830016046;AVANTEL;14/09/2020;22:00;0,06;6857,13;4356,04;0,00;195189,72
830016046;AVANTEL;15/09/2020;22:00;0,02;7011,98;4408,64;0,00;197204,72
830016046;AVANTEL;16/09/2020;22:00;0,03;7045,14;4262,70;0,00;200188,39
830016046;AVANTEL;17/09/2020;22:00;0,01;6963,96;4264,63;0,00;195436,02
830016046;AVANTEL;18/09/2020;22:00;0,02;6919,03;4299,41;0,00;196544,69
830016046;AVANTEL;19/09/2020;22:00;0,04;7140,26;3830,55;0,00;195430,77
830016046;AVANTEL;20/09/2020;22:00;0,02;6906,38;4373,80;0,00;189506,61
830016046;AVANTEL;21/09/2020;20:00;0,06;6768,54;4291,82;0,00;191699,78
830016046;AVANTEL;22/09/2020;20:00;0,02;6887,19;4140,04;0,00;191343,19
830016046;AVANTEL;23/09/2020;22:00;0,06;7202,43;4285,57;0,00;199975,72
830016046;AVANTEL;24/09/2020;22:00;0,04;7115,12;4363,50;0,00;200012,98
830016046;AVANTEL;25/09/2020;22:00;0,04;7079,12;4217,55;0,00;198681,11
830016046;AVANTEL;26/09/2020;22:00;0,05;7079,12;4334,18;0,00;196617,56
830016046;AVANTEL;27/09/2020;22:00;0,05;7331,97;4479,51;0,00;195955,16
830016046;AVANTEL;28/09/2020;20:00;0,04;6943,06;4264,34;0,00;193925,63
830016046;AVANTEL;29/09/2020;20:00;0,02;6946,82;4049,64;0,00;194086,69
830016046;AVANTEL;30/09/2020;20:00;0,02;7002,51;4083,33;0,00;191826,69
830016046;AVANTEL;01/10/2020;20:00;0,04;6933,27;4186,01;0,00;191675,70
830016046;AVANTEL;02/10/2020;22:00;0,06;7166,16;4125,62;0,00;194876,52
830016046;AVANTEL;03/10/2020;22:00;0,05;7158,68;4216,89;0,00;195199,72
830016046;AVANTEL;04/10/2020;22:00;0,02;7312,30;4396,60;0,00;195339,41
830016046;AVANTEL;05/10/2020;22:00;0,05;7143,31;4236,84;0,00;192953,30
830016046;AVANTEL;06/10/2020;22:00;0,01;7217,05;4238,94;0,00;196652,30
830016046;AVANTEL;07/10/2020;22:00;0,01;6964,27;4176,32;0,00;194263,39
830016046;AVANTEL;08/10/2020;22:00;0,01;7123,52;4271,82;0,00;195971,86
830016046;AVANTEL;09/10/2020;19:00;0,03;7067,51;4100,50;0,00;195414,70
830016046;AVANTEL;10/10/2020;19:00;0,07;7203,20;4289,81;0,00;194995,30
830016046;AVANTEL;11/10/2020;19:00;0,05;7394,78;4422,73;0,00;192679,50
830016046;AVANTEL;12/10/2020;22:00;0,02;7593,18;4454,20;0,00;197202,81
830016046;AVANTEL;13/10/2020;22:00;0,09;7800,70;4309,14;0,00;204761,81
830016046;AVANTEL;14/10/2020;22:00;0,06;7662,96;4179,55;0,00;204009,34
830016046;AVANTEL;15/10/2020;22:00;0,06;7480,47;4437,00;0,00;204533,09
830016046;AVANTEL;16/10/2020;22:00;0,04;7370,77;4434,70;0,00;206415,14
830016046;AVANTEL;17/10/2020;22:00;0,05;7375,38;4346,29;0,00;205681,06
830016046;AVANTEL;18/10/2020;22:00;0,08;7551,18;4503,73;0,00;202197,23
830016046;AVANTEL;19/10/2020;21:00;0,05;7357,23;4335,59;0,00;197453,45
830016046;AVANTEL;20/10/2020;21:00;0,08;7425,89;4429,01;0,00;204736,34
830016046;AVANTEL;21/10/2020;22:00;0,09;7385,05;4445,90;0,00;209251,31
830016046;AVANTEL;22/10/2020;22:00;0,07;7491,91;4373,88;0,00;207797,94
830016046;AVANTEL;23/10/2020;22:00;0,18;7293,07;4322,30;0,00;207446,27
830016046;AVANTEL;24/10/2020;22:00;0,10;7553,50;4210,84;0,00;208015,52
830016046;AVANTEL;25/10/2020;22:00;0,17;7491,48;4404,76;0,00;193514,59
830016046;AVANTEL;26/10/2020;22:00;0,04;7302,44;4406,26;0,00;201061,80
830016046;AVANTEL;27/10/2020;22:00;0,02;7414,27;4254,95;0,00;203589,06
830016046;AVANTEL;28/10/2020;22:00;0,08;7689,80;4344,63;0,00;208311,77
830016046;AVANTEL;29/10/2020;22:00;0,12;7360,39;4338,10;0,00;204760,77
830016046;AVANTEL;30/10/2020;22:00;0,13;7341,04;4278,07;0,00;204746,95
830016046;AVANTEL;31/10/2020;22:00;0,03;7311,12;4472,96;0,00;205505,20
830016046;AVANTEL;01/11/2020;22:00;0,05;7645,21;4385,11;0,00;202545,66
830016046;AVANTEL;02/11/2020;22:00;0,07;7737,92;4424,46;0,00;199236,69
830016046;AVANTEL;03/11/2020;22:00;0,04;7698,00;4355,32;0,00;206765,70
830016046;AVANTEL;04/11/2020;22:00;0,06;7675,50;4299,25;0,00;208142,31
830016046;AVANTEL;05/11/2020;22:00;0,04;7569,79;4357,98;0,00;208633,84
830016046;AVANTEL;06/11/2020;22:00;0,04;7604,81;4303,55;0,00;208333,45
830016046;AVANTEL;07/11/2020;22:00;0,07;7895,01;4417,15;0,00;210775,20
830016046;AVANTEL;08/11/2020;22:00;0,08;7916,95;4531,50;0,00;210093,06
830016046;AVANTEL;09/11/2020;21:00;0,04;7794,30;4413,85;0,00;206831,11
830016046;AVANTEL;10/11/2020;21:00;0,11;8061,38;4406,05;0,00;215734,72
830016046;AVANTEL;11/11/2020;22:00;0,09;7938,77;4566,80;0,00;214642,73
830016046;AVANTEL;12/11/2020;22:00;0,12;7836,01;4418,68;0,00;218222,98
830016046;AVANTEL;13/11/2020;16:00;0,12;8034,96;4081,62;0,00;215686,89
830016046;AVANTEL;14/11/2020;22:00;0,12;7588,61;4331,93;0,00;206119,36
830016046;AVANTEL;15/11/2020;22:00;0,10;7945,59;4434,12;0,00;209685,75
830016046;AVANTEL;16/11/2020;21:00;0,13;7777,95;4568,21;0,00;206598,31
830016046;AVANTEL;17/11/2020;22:00;0,14;7879,60;4351,85;0,00;209971,95
830016046;AVANTEL;18/11/2020;22:00;0,12;8044,94;4414,02;0,00;207843,31
830016046;AVANTEL;19/11/2020;22:00;0,11;8056,96;4513,67;0,00;216534,48
830016046;AVANTEL;20/11/2020;22:00;0,11;7861,62;4451,86;0,00;216438,23
830016046;AVANTEL;21/11/2020;22:00;0,11;8212,41;4387,79;0,00;213758,55
830016046;AVANTEL;22/11/2020;20:00;0,07;7895,72;4459,92;0,00;212451,50
830016046;AVANTEL;23/11/2020;22:00;0,12;7991,00;4375,88;0,00;211754,81
830016046;AVANTEL;24/11/2020;22:00;0,09;7993,43;4429,19;0,00;209112,44
830016046;AVANTEL;25/11/2020;22:00;0,12;7852,72;4528,88;0,00;213966,19
830016046;AVANTEL;26/11/2020;22:00;0,16;7810,05;4399,98;0,00;212788,09
830016046;AVANTEL;27/11/2020;20:00;0,13;7625,01;4264,01;0,00;212306,42
830016046;AVANTEL;28/11/2020;22:00;0,17;7765,50;4228,15;0,00;206311,34
830016046;AVANTEL;29/11/2020;21:00;0,09;7728,63;4454,05;0,00;202031,63
830016046;AVANTEL;30/11/2020;22:00;0,12;7809,75;4486,32;0,00;203375,06
830016046;AVANTEL;01/12/2020;22:00;0,22;7911,12;4598,98;0,00;215293,16
830016046;AVANTEL;02/12/2020;22:00;0,12;7985,52;4536,94;0,00;215544,39
830016046;AVANTEL;03/12/2020;22:00;0,19;7740,31;4597,16;0,00;216807,59
830016046;AVANTEL;04/12/2020;22:00;0,08;7724,69;4537,10;0,00;217211,63
830016046;AVANTEL;05/12/2020;22:00;0,10;7797,77;4519,00;0,00;216138,56
830016046;AVANTEL;06/12/2020;21:00;0,09;8042,52;4650,27;0,00;213013,59
830016046;AVANTEL;07/12/2020;22:00;0,09;6988,28;4632,45;0,00;210537,69
830016046;AVANTEL;08/12/2020;22:00;0,08;8116,02;4694,83;0,00;217902,63
830016046;AVANTEL;09/12/2020;22:00;0,12;8213,60;4608,50;0,00;220520,44
830016046;AVANTEL;10/12/2020;22:00;0,09;8202,26;4726,38;0,00;222246,94
830016046;AVANTEL;11/12/2020;22:00;0,12;8048,38;4619,97;0,00;222773,81
830016046;AVANTEL;12/12/2020;22:00;0,10;8154,51;4691,09;0,00;222811,56
830016046;AVANTEL;13/12/2020;21:00;0,12;8611,39;4871,45;0,00;220593,20
830016046;AVANTEL;14/12/2020;22:00;0,07;7765,43;5027,85;0,00;216520,88
830016046;AVANTEL;15/12/2020;22:00;0,09;8160,89;4624,27;0,00;223168,47
830016046;AVANTEL;16/12/2020;22:00;0,12;8024,78;4673,30;0,00;221719,50
830016046;AVANTEL;17/12/2020;22:00;0,08;8202,59;4554,72;0,00;221156,28
830016046;AVANTEL;18/12/2020;22:00;0,17;7948,82;4559,37;0,00;221244,94
830016046;AVANTEL;19/12/2020;22:00;0,11;8076,30;4566,50;0,00;221082,36
830016046;AVANTEL;20/12/2020;22:00;0,06;8301,02;4740,48;0,00;215332,91
830016046;AVANTEL;21/12/2020;22:00;0,08;8079,91;4666,79;0,00;219216,77
830016046;AVANTEL;22/12/2020;22:00;0,09;7710,90;4822,97;0,00;217397,30
830016046;AVANTEL;23/12/2020;22:00;0,09;7445,81;4692,31;0,00;213013,89
830016046;AVANTEL;24/12/2020;22:00;0,17;6185,08;4584,56;0,00;202168,70
830016046;AVANTEL;25/12/2020;22:00;0,07;7776,68;4822,97;0,00;217074,23
830016046;AVANTEL;26/12/2020;22:00;0,11;8216,38;4942,20;0,00;216291,16
830016046;AVANTEL;27/12/2020;19:00;0,16;8436,21;5217,18;0,00;223293,63
830016046;AVANTEL;28/12/2020;22:00;0,12;8172,93;4356,31;0,00;212429,59
830016046;AVANTEL;29/12/2020;22:00;0,13;7016,11;5298,68;0,00;211954,16
830016046;AVANTEL;30/12/2020;22:00;0,15;6659,54;5366,10;0,00;208628,14
830016046;AVANTEL;31/12/2020;14:00;0,14;5415,62;5301,79;0,00;197324,63
830016046;AVANTEL;01/01/2021;22:00;0,14;6719,96;5217,47;0,00;206799,61
830016046;AVANTEL;02/01/2021;22:00;0,14;7562,29;5269,05;0,00;204888,83
830016046;AVANTEL;03/01/2021;22:00;0,16;7427,18;5262,22;0,00;205265,31
830016046;AVANTEL;04/01/2021;22:00;0,16;7412,30;5448,98;0,00;208903,16
830016046;AVANTEL;05/01/2021;22:00;0,17;7378,93;5568,09;0,00;214978,88
830016046;AVANTEL;06/01/2021;22:00;0,12;7409,67;5562,48;0,00;219165,31
830016046;AVANTEL;07/01/2021;22:00;0,14;7369,49;5483,93;0,00;216493,36
830016046;AVANTEL;08/01/2021;22:00;0,11;7980,55;5488,32;0,00;228680,58
830016046;AVANTEL;09/01/2021;22:00;0,16;8532,35;5529,81;0,00;234820,52
830016046;AVANTEL;10/01/2021;22:00;0,08;8541,24;5609,11;0,00;238354,55
830016046;AVANTEL;11/01/2021;22:00;0,13;8151,86;5750,67;0,00;236561,38
830016046;AVANTEL;12/01/2021;22:00;0,09;7942,54;5581,28;0,00;214838,27
830016046;AVANTEL;13/01/2021;22:00;0,08;7978,78;5637,23;0,00;232573,38
830016046;AVANTEL;14/01/2021;22:00;0,13;8013,19;5861,82;0,00;234667,09
830016046;AVANTEL;15/01/2021;22:00;0,11;8111,13;5734,27;0,00;234259,20
830016046;AVANTEL;16/01/2021;22:00;0,12;8554,91;5678,08;0,00;241305,48
830016046;AVANTEL;17/01/2021;22:00;0,09;8297,35;5780,28;0,00;243948,98
830016046;AVANTEL;18/01/2021;22:00;0,11;7589,88;5941,02;0,00;229411,84
830016046;AVANTEL;19/01/2021;22:00;0,14;8003,32;5819,65;0,00;230362,69
830016046;AVANTEL;20/01/2021;22:00;0,14;7905,67;5984,37;0,00;236085,38
830016046;AVANTEL;21/01/2021;22:00;0,14;7847,06;5986,39;0,00;236015,66
830016046;AVANTEL;22/01/2021;22:00;0,13;6929,30;5649,07;0,00;208439,22
830016046;AVANTEL;23/01/2021;21:00;0,16;7909,56;5644,09;0,00;227634,06
830016046;AVANTEL;24/01/2021;22:00;0,06;9046,80;4674,72;0,00;221275,20
830016046;AVANTEL;25/01/2021;22:00;0,08;8774,01;4609,76;0,00;233858,27
830016046;AVANTEL;26/01/2021;22:00;0,10;8855,81;4704,58;0,00;236341,48
830016046;AVANTEL;27/01/2021;22:00;0,12;8624,27;4748,66;0,00;237058,58
830016046;AVANTEL;28/01/2021;22:00;0,12;9057,55;4491,41;0,00;239974,17
830016046;AVANTEL;29/01/2021;22:00;0,08;7972,61;5472,84;0,00;237960,31
830016046;AVANTEL;30/01/2021;22:00;0,13;8897,66;4899,20;0,00;237350,23
830016046;AVANTEL;31/01/2021;22:00;0,08;8455,07;5256,98;0,00;230772,45
