NIT Proveedor;Proveedor; Fecha del día de tráfico;Hora Pico;Tráfico Datos  Internacional (GB);Tráfico Datos   NAPs - Colombia (GB);Tráfico Datos  Acuerdos de tránsito o peering directo (GB);Tráfico Datos  Local (GB);Tráfico Datos  Total (GB)
800132211;HVTV;20/08/2020;18:00;0,00;0,00;30564,00;21104,00;728978,00
800132211;HVTV;21/08/2020;18:00;0,00;0,00;29520,00;19191,00;722638,00
800132211;HVTV;22/08/2020;18:00;0,00;0,00;29389,00;20389,00;728967,00
800132211;HVTV;23/08/2020;18:00;0,00;0,00;31270,00;21933,00;761248,00
800132211;HVTV;24/08/2020;18:00;0,00;0,00;29727,00;18405,00;707961,00
800132211;HVTV;25/08/2020;18:00;0,00;0,00;31293,00;20108,00;715834,00
800132211;HVTV;26/08/2020;18:00;0,00;0,00;30780,00;19621,00;718556,00
800132211;HVTV;27/08/2020;18:00;0,00;0,00;30690,00;20550,00;739540,00
800132211;HVTV;28/08/2020;18:00;0,00;0,00;29461,00;19430,00;736268,00
800132211;HVTV;29/08/2020;18:00;0,00;0,00;29754,00;20144,00;722444,00
800132211;HVTV;30/08/2020;18:00;0,00;0,00;31770,00;21563,00;758754,00
800132211;HVTV;31/08/2020;18:00;0,00;0,00;31108,00;19224,00;628603,00
800132211;HVTV;01/09/2020;18:00;0,00;0,00;30451,00;18935,00;690660,00
800132211;HVTV;03/09/2020;18:00;0,00;0,00;29326,00;18639,00;670842,00
800132211;HVTV;04/09/2020;18:00;0,00;0,00;27310,00;17406,00;659437,00
800132211;HVTV;06/09/2020;18:00;0,00;0,00;26766,00;18486,00;622846,00
800132211;HVTV;07/09/2020;18:00;0,00;0,00;28048,00;17924,00;632156,00
800132211;HVTV;08/09/2020;18:00;0,00;0,00;30051,00;18823,00;674082,00
800132211;HVTV;09/09/2020;18:00;0,00;0,00;28462,00;18864,00;678121,00
800132211;HVTV;10/09/2020;18:00;0,00;0,00;29380,00;19676,00;693500,00
800132211;HVTV;11/09/2020;18:00;0,00;0,00;28764,00;18675,00;706114,00
800132211;HVTV;12/09/2020;18:00;0,00;0,00;28593,00;19530,00;697971,00
800132211;HVTV;13/09/2020;18:00;0,00;0,00;29934,00;20661,00;714279,00
800132211;HVTV;14/09/2020;18:00;0,00;0,00;26257,00;18979,00;567777,00
800132211;HVTV;15/09/2020;18:00;0,00;0,00;29641,00;18992,00;675259,00
800132211;HVTV;16/09/2020;18:00;0,00;0,00;29902,00;19425,00;680518,00
800132211;HVTV;17/09/2020;18:00;0,00;0,00;30613,00;19381,00;678240,00
800132211;HVTV;18/09/2020;18:00;0,00;0,00;27783,00;19278,00;661845,00
800132211;HVTV;19/09/2020;18:00;0,00;0,00;27459,00;19246,00;647470,00
800132211;HVTV;20/09/2020;18:00;0,00;0,00;28579,00;19237,00;652903,00
800132211;HVTV;21/09/2020;18:00;0,00;0,00;30438,00;19094,00;702280,00
800132211;HVTV;22/09/2020;18:00;0,00;0,00;29565,00;18826,00;687798,00
800132211;HVTV;23/09/2020;18:00;0,00;0,00;29857,00;18755,00;705931,00
800132211;HVTV;24/09/2020;18:00;0,00;0,00;31135,00;19365,00;694764,00
800132211;HVTV;25/09/2020;18:00;0,00;0,00;29101,00;18238,00;689806,00
800132211;HVTV;26/09/2020;18:00;0,00;0,00;28219,00;19221,00;689796,00
800132211;HVTV;27/09/2020;18:00;0,00;0,00;31144,00;20033,00;717260,00
800132211;HVTV;28/09/2020;18:00;0,00;0,00;29295,00;18342,00;677160,00
800132211;HVTV;29/09/2020;18:00;0,00;0,00;30883,00;19034,00;690843,00
800132211;HVTV;30/09/2020;18:00;0,00;0,00;29403,00;18133,00;688186,00
800132211;HVTV;01/10/2020;18:00;0,00;0,00;30348,00;18809,00;682873,00
800132211;HVTV;02/10/2020;18:00;0,00;0,00;27783,00;16627,00;656510,00
800132211;HVTV;03/10/2020;18:00;0,00;0,00;29799,00;17675,00;646725,00
800132211;HVTV;04/10/2020;18:00;0,00;0,00;28980,00;18641,00;665074,00
800132211;HVTV;05/10/2020;18:00;0,00;0,00;27909,00;17286,00;610275,00
800132211;HVTV;06/10/2020;18:00;0,00;0,00;29731,00;18764,00;656488,00
800132211;HVTV;07/10/2020;18:00;0,00;0,00;29376,00;18710,00;680378,00
800132211;HVTV;08/10/2020;18:00;0,00;0,00;29362,00;18797,00;669740,00
800132211;HVTV;09/10/2020;18:00;0,00;0,00;26563,00;17023,00;637059,00
800132211;HVTV;10/10/2020;18:00;0,00;0,00;27090,00;18447,00;658530,00
800132211;HVTV;11/10/2020;18:00;0,00;0,00;28642,00;18840,00;658800,00
800132211;HVTV;12/10/2020;18:00;0,00;0,00;30078,00;19327,00;700790,00
800132211;HVTV;13/10/2020;18:00;0,00;0,00;30384,00;18725,00;689439,00
800132211;HVTV;14/10/2020;18:00;0,00;0,00;29920,00;18234,00;711666,00
800132211;HVTV;15/10/2020;18:00;0,00;0,00;30505,00;18858,00;700315,00
800132211;HVTV;16/10/2020;18:00;0,00;0,00;29164,00;18376,00;700207,00
800132211;HVTV;17/10/2020;18:00;0,00;0,00;28525,00;19169,00;696880,00
800132211;HVTV;18/10/2020;18:00;0,00;0,00;30964,00;19970,00;721504,00
800132211;HVTV;19/10/2020;18:00;0,00;0,00;30091,00;18712,00;739238,00
800132211;HVTV;20/10/2020;18:00;0,00;0,00;32836,00;18856,00;699829,00
800132211;HVTV;21/10/2020;18:00;0,00;0,00;30465,00;19126,00;726969,00
800132211;HVTV;22/10/2020;18:00;0,00;0,00;31419,00;19872,00;729691,00
800132211;HVTV;23/10/2020;18:00;0,00;0,00;29992,00;20055,00;743385,00
800132211;HVTV;24/10/2020;18:00;0,00;0,00;29488,00;19447,00;723049,00
800132211;HVTV;25/10/2020;18:00;0,00;0,00;31680,00;20420,00;734205,00
800132211;HVTV;26/10/2020;18:00;0,00;0,00;29988,00;18518,00;706838,00
800132211;HVTV;27/10/2020;18:00;0,00;0,00;31545,00;19588,00;719884,00
800132211;HVTV;28/10/2020;18:00;0,00;0,00;30649,00;18838,00;719388,00
800132211;HVTV;29/10/2020;18:00;0,00;0,00;32017,00;19471,00;706276,00
800132211;HVTV;30/10/2020;18:00;0,00;0,00;29137,00;18233,00;704257,00
800132211;HVTV;31/10/2020;18:00;0,00;0,00;29560,00;18479,00;681512,00
800132211;HVTV;01/11/2020;18:00;0,00;0,00;30595,00;19618,00;775072,00
800132211;HVTV;02/11/2020;18:00;0,00;0,00;28161,00;19499,00;675712,00
800132211;HVTV;03/11/2020;18:00;0,00;0,00;28719,00;19244,00;670258,00
800132211;HVTV;04/11/2020;18:00;0,00;0,00;31446,00;19754,00;712832,00
800132211;HVTV;05/11/2020;18:00;0,00;0,00;32166,00;19587,00;717800,00
800132211;HVTV;06/11/2020;18:00;0,00;0,00;29646,00;18870,00;704926,00
800132211;HVTV;07/11/2020;18:00;0,00;0,00;29934,00;19462,00;707313,00
800132211;HVTV;08/11/2020;18:00;0,00;0,00;34483,00;20641,00;727531,00
800132211;HVTV;09/11/2020;18:00;0,00;0,00;31405,00;19467,00;697798,00
800132211;HVTV;10/11/2020;18:00;0,00;0,00;33318,00;19409,00;718772,00
800132211;HVTV;11/11/2020;18:00;0,00;0,00;31981,00;20728,00;710910,00
800132211;HVTV;12/11/2020;18:00;0,00;0,00;31491,00;19882,00;727088,00
800132211;HVTV;13/11/2020;18:00;0,00;0,00;30051,00;18661,00;704602,00
800132211;HVTV;14/11/2020;18:00;0,00;0,00;28948,00;19165,00;709106,00
800132211;HVTV;15/11/2020;18:00;0,00;0,00;31342,00;20349,00;729043,00
800132211;HVTV;16/11/2020;18:00;0,00;0,00;31347,00;20818,00;722271,00
800132211;HVTV;17/11/2020;18:00;0,00;0,00;32031,00;19040,00;660150,00
800132211;HVTV;18/11/2020;18:00;0,00;0,00;31572,00;18931,00;727520,00
800132211;HVTV;19/11/2020;18:00;0,00;0,00;31810,00;20055,00;719809,00
800132211;HVTV;20/11/2020;18:00;0,00;0,00;30190,00;18561,00;707788,00
800132211;HVTV;21/11/2020;18:00;0,00;0,00;29785,00;18999,00;682225,00
800132211;HVTV;22/11/2020;18:00;0,00;0,00;31882,00;20287,00;718254,00
800132211;HVTV;23/11/2020;18:00;0,00;0,00;30168,00;18403,00;677311,00
800132211;HVTV;24/11/2020;18:00;0,00;0,00;31729,00;19454,00;695379,00
800132211;HVTV;25/11/2020;18:00;0,00;0,00;29983,00;18457,00;686296,00
800132211;HVTV;26/11/2020;18:00;0,00;0,00;31617,00;18620,00;698598,00
800132211;HVTV;27/11/2020;18:00;0,00;0,00;30321,00;17915,00;692204,00
800132211;HVTV;28/11/2020;18:00;0,00;0,00;30343,00;18907,00;699354,00
800132211;HVTV;29/11/2020;18:00;0,00;0,00;31050,00;19257,00;691426,00
800132211;HVTV;30/11/2020;18:00;0,00;0,00;29920,00;18003,00;674416,00
800132211;HVTV;01/12/2020;18:00;0,00;0,00;31266,00;18323,00;668563,00
800132211;HVTV;02/12/2020;18:00;0,00;0,00;28647,00;17060,00;656791,00
800132211;HVTV;03/12/2020;18:00;0,00;0,00;29475,00;17756,00;658983,00
800132211;HVTV;04/12/2020;18:00;0,00;0,00;26698,00;16550,00;665744,00
800132211;HVTV;05/12/2020;18:00;0,00;0,00;26851,00;17584,00;651304,00
800132211;HVTV;06/12/2020;18:00;0,00;0,00;29938,00;18579,00;662904,00
800132211;HVTV;07/12/2020;18:00;0,00;0,00;23292,00;16293,00;603471,00
800132211;HVTV;08/12/2020;18:00;0,00;0,00;30204,00;19782,00;701600,00
800132211;HVTV;09/12/2020;18:00;0,00;0,00;30042,00;18149,00;683251,00
800132211;HVTV;10/12/2020;18:00;0,00;0,00;31198,00;19464,00;684806,00
800132211;HVTV;11/12/2020;18:00;0,00;0,00;29052,00;18506,00;693208,00
800132211;HVTV;12/12/2020;18:00;0,00;0,00;28930,00;19292,00;689785,00
800132211;HVTV;13/12/2020;18:00;0,00;0,00;31806,00;19807,00;710164,00
800132211;HVTV;14/12/2020;18:00;0,00;0,00;29272,00;18475,00;672948,00
800132211;HVTV;15/12/2020;18:00;0,00;0,00;31000,00;19083,00;699537,00
800132211;HVTV;16/12/2020;18:00;0,00;0,00;28822,00;18057,00;718664,00
800132211;HVTV;17/12/2020;18:00;0,00;0,00;29754,00;18945,00;685616,00
800132211;HVTV;18/12/2020;18:00;0,00;0,00;27567,00;17973,00;657795,00
800132211;HVTV;19/12/2020;18:00;0,00;0,00;27427,00;18094,00;701308,00
800132211;HVTV;20/12/2020;18:00;0,00;0,00;30159,00;19291,00;690876,00
800132211;HVTV;21/12/2020;18:00;0,00;0,00;27886,00;17921,00;655970,00
800132211;HVTV;22/12/2020;18:00;0,00;0,00;29488,00;18904,00;661078,00
800132211;HVTV;23/12/2020;18:00;0,00;0,00;26914,00;16843,00;791413,00
800132211;HVTV;24/12/2020;18:00;0,00;0,00;22743,00;15168,00;806349,00
800132211;HVTV;25/12/2020;18:00;0,00;0,00;30649,00;18347,00;700153,00
800132211;HVTV;26/12/2020;18:00;0,00;0,00;31689,00;19773,00;720856,00
800132211;HVTV;27/12/2020;18:00;0,00;0,00;36027,00;21026,00;760892,00
800132211;HVTV;28/12/2020;18:00;0,00;0,00;30438,00;18424,00;681134,00
800132211;HVTV;29/12/2020;18:00;0,00;0,00;30582,00;18820,00;679449,00
800132211;HVTV;30/12/2020;18:00;0,00;0,00;28318,00;17096,00;651661,00
800132211;HVTV;31/12/2020;18:00;0,00;0,00;24021,00;15449,00;610124,00
800132211;HVTV;01/01/2021;18:00;0,00;0,00;29668,00;16680,00;660312,00
800132211;HVTV;02/01/2021;18:00;0,00;0,00;30820,00;18552,00;694634,00
800132211;HVTV;03/01/2021;18:00;0,00;0,00;32467,00;19168,00;721234,00
800132211;HVTV;04/01/2021;18:00;0,00;0,00;30451,00;18367,00;690184,00
800132211;HVTV;05/01/2021;18:00;0,00;0,00;32022,00;18882,00;683596,00
800132211;HVTV;06/01/2021;18:00;0,00;0,00;30915,00;18438,00;687495,00
800132211;HVTV;07/01/2021;18:00;0,00;0,00;33241,00;19256,00;717562,00
800132211;HVTV;08/01/2021;18:00;0,00;0,00;33304,00;20304,00;762274,00
800132211;HVTV;09/01/2021;18:00;0,00;0,00;34506,00;21137,00;828759,00
800132211;HVTV;10/01/2021;18:00;0,00;0,00;35887,00;21822,00;851968,00
800132211;HVTV;11/01/2021;18:00;0,00;0,00;34528,00;21343,00;835088,00
800132211;HVTV;12/01/2021;18:00;0,00;0,00;33768,00;18930,00;713556,00
800132211;HVTV;13/01/2021;18:00;0,00;0,00;31675,00;18817,00;732099,00
800132211;HVTV;14/01/2021;18:00;0,00;0,00;32386,00;20348,00;705963,00
800132211;HVTV;15/01/2021;18:00;0,00;0,00;31554,00;19370,00;730393,00
800132211;HVTV;16/01/2021;18:00;0,00;0,00;33984,00;20856,00;793324,00
800132211;HVTV;17/01/2021;18:00;0,00;0,00;35244,00;22706,00;839646,00
800132211;HVTV;18/01/2021;18:00;0,00;0,00;32503,00;21012,00;724334,00
800132211;HVTV;19/01/2021;18:00;0,00;0,00;34965,00;20895,00;754833,00
800132211;HVTV;20/01/2021;18:00;0,00;0,00;32139,00;20067,00;748072,00
800132211;HVTV;21/01/2021;18:00;0,00;0,00;35599,00;21436,00;754326,00
800132211;HVTV;22/01/2021;18:00;0,00;0,00;33655,00;20699,00;829483,00
800132211;HVTV;23/01/2021;18:00;0,00;0,00;34353,00;21741,00;811317,00
800132211;HVTV;24/01/2021;18:00;0,00;0,00;33786,00;23012,00;746658,00
800132211;HVTV;25/01/2021;18:00;0,00;0,00;32971,00;20014,00;754131,00
800132211;HVTV;26/01/2021;18:00;0,00;0,00;33763,00;21064,00;762944,00
800132211;HVTV;27/01/2021;18:00;0,00;0,00;32854,00;19676,00;753213,00
800132211;HVTV;28/01/2021;18:00;0,00;0,00;33840,00;21112,00;764143,00
800132211;HVTV;29/01/2021;18:00;0,00;0,00;31567,00;19569,00;743256,00
800132211;HVTV;30/01/2021;18:00;0,00;0,00;32301,00;20026,00;755244,00
800132211;HVTV;31/01/2021;18:00;0,00;0,00;34380,00;21805,00;779565,00
800132211;HVTV;01/02/2021;18:00;0,00;0,00;31968,00;18864,00;738385,00
800132211;HVTV;02/02/2021;18:00;0,00;0,00;33178,00;19239,00;742683,00
800132211;HVTV;03/02/2021;18:00;0,00;0,00;32539,00;18141,00;738525,00
800132211;HVTV;04/02/2021;18:00;0,00;0,00;33120,00;19962,00;722703,00
800132211;HVTV;05/02/2021;18:00;0,00;0,00;32962,00;18897,00;761140,00
800132211;HVTV;06/02/2021;18:00;0,00;0,00;32220,00;19429,00;759628,00
800132211;HVTV;07/02/2021;18:00;0,00;0,00;35253,00;20859,00;772394,00
800132211;HVTV;08/02/2021;18:00;0,00;0,00;33399,00;19316,00;750654,00
800132211;HVTV;09/02/2021;18:00;0,00;0,00;34866,00;20524,00;789210,00
800132211;HVTV;10/02/2021;18:00;0,00;0,00;33907,00;19780,00;806878,00
800132211;HVTV;11/02/2021;18:00;0,00;0,00;35811,00;20381,00;773960,00
800132211;HVTV;12/02/2021;18:00;0,00;0,00;34186,00;19641,00;785786,00
800132211;HVTV;13/02/2021;18:00;0,00;0,00;32845,00;20390,00;776800,00
800132211;HVTV;14/02/2021;18:00;0,00;0,00;36850,00;22157,00;801122,00
800132211;HVTV;15/02/2021;18:00;0,00;0,00;33790,00;19308,00;770860,00
800132211;HVTV;16/02/2021;18:00;0,00;0,00;35149,00;20551,00;773128,00
800132211;HVTV;17/02/2021;18:00;0,00;0,00;34218,00;19300,00;773496,00
800132211;HVTV;18/02/2021;18:00;0,00;0,00;36013,00;21298,00;798908,00
800132211;HVTV;19/02/2021;18:00;0,00;0,00;34141,00;19493,00;804416,00
800132211;HVTV;20/02/2021;18:00;0,00;0,00;33205,00;20482,00;799610,00
800132211;HVTV;21/02/2021;18:00;0,00;0,00;36756,00;22054,00;813974,00
800132211;HVTV;22/02/2021;18:00;0,00;0,00;34281,00;19934,00;746182,00
800132211;HVTV;23/02/2021;18:00;0,00;0,00;36027,00;19885,00;749682,00
800132211;HVTV;24/02/2021;18:00;0,00;0,00;34893,00;19885,00;784382,00
800132211;HVTV;25/02/2021;18:00;0,00;0,00;38362,00;22248,00;843458,00
800132211;HVTV;26/02/2021;18:00;0,00;0,00;34411,00;20222,00;854020,00
800132211;HVTV;27/02/2021;18:00;0,00;0,00;33160,00;20126,00;787989,00
800132211;HVTV;28/02/2021;18:00;0,00;0,00;37354,00;20835,00;793508,00
800132211;HVTV;01/03/2021;18:00;0,00;0,00;36841,00;19610,00;763570,00
800132211;HVTV;02/03/2021;18:00;0,00;0,00;38556,00;20060,00;771249,00
800132211;HVTV;03/03/2021;18:00;0,00;0,00;34087,00;19238,00;770256,00
800132211;HVTV;04/03/2021;18:00;0,00;0,00;36162,00;20560,00;799534,00
800132211;HVTV;05/03/2021;18:00;0,00;0,00;33691,00;19535,00;793724,00
800132211;HVTV;06/03/2021;18:00;0,00;0,00;33651,00;20269,00;770461,00
800132211;HVTV;07/03/2021;18:00;0,00;0,00;36895,00;21594,00;797860,00
800132211;HVTV;08/03/2021;18:00;0,00;0,00;33741,00;20026,00;780958,00
800132211;HVTV;09/03/2021;18:00;0,00;0,00;35644,00;21207,00;803390,00
800132211;HVTV;10/03/2021;18:00;0,00;0,00;34650,00;20131,00;813618,00
800132211;HVTV;11/03/2021;18:00;0,00;0,00;37507,00;21170,00;818748,00
800132211;HVTV;12/03/2021;18:00;0,00;0,00;34290,00;20430,00;825066,00
800132211;HVTV;13/03/2021;18:00;0,00;0,00;33952,00;21106,00;802926,00
800132211;HVTV;14/03/2021;18:00;0,00;0,00;37057,00;22402,00;819482,00
800132211;HVTV;15/03/2021;18:00;0,00;0,00;35712,00;21028,00;805669,00
800132211;HVTV;16/03/2021;18:00;0,00;0,00;36288,00;21226,00;839624,00
800132211;HVTV;17/03/2021;18:00;0,00;0,00;36598,00;21581,00;822258,00
800132211;HVTV;18/03/2021;18:00;0,00;0,00;36270,00;21543,00;826329,00
800132211;HVTV;19/03/2021;18:00;0,00;0,00;34006,00;20061,00;787957,00
800132211;HVTV;20/03/2021;18:00;0,00;0,00;33876,00;20918,00;799977,00
800132211;HVTV;21/03/2021;18:00;0,00;0,00;36144,00;22744,00;806835,00
800132211;HVTV;22/03/2021;18:00;0,00;0,00;38988,00;22332,00;884487,00
800132211;HVTV;23/03/2021;18:00;0,00;0,00;36900,00;21870,00;846363,00
800132211;HVTV;24/03/2021;18:00;0,00;0,00;35613,00;20920,00;832183,00
800132211;HVTV;25/03/2021;18:00;0,00;0,00;36720,00;21637,00;825606,00
800132211;HVTV;26/03/2021;18:00;0,00;0,00;34690,00;20868,00;816868,00
800132211;HVTV;27/03/2021;18:00;0,00;0,00;35784,00;21487,00;835315,00
800132211;HVTV;28/03/2021;18:00;0,00;0,00;37561,00;22430,00;846018,00
800132211;HVTV;29/03/2021;18:00;0,00;0,00;36972,00;21318,00;805842,00
800132211;HVTV;30/03/2021;18:00;0,00;0,00;36247,00;21414,00;810583,00
800132211;HVTV;31/03/2021;18:00;0,00;0,00;34353,00;20389,00;805798,00
800132211;HVTV;01/04/2021;18:00;0,00;0,00;36958,00;21909,00;850316,00
800132211;HVTV;02/04/2021;18:00;0,00;0,00;36490,00;21667,00;863805,00
800132211;HVTV;03/04/2021;18:00;0,00;0,00;35883,00;20903,00;800701,00
800132211;HVTV;04/04/2021;18:00;0,00;0,00;37413,00;22450,00;829396,00
800132211;HVTV;05/04/2021;18:00;0,00;0,00;34744,00;20566,00;790668,00
800132211;HVTV;06/04/2021;18:00;0,00;0,00;36891,00;21411,00;818769,00
800132211;HVTV;07/04/2021;18:00;0,00;0,00;36859,00;20341,00;817084,00
800132211;HVTV;08/04/2021;18:00;0,00;0,00;37759,00;21340,00;822906,00
800132211;HVTV;09/04/2021;18:00;0,00;0,00;37210,00;20574,00;870879,00
800132211;HVTV;10/04/2021;18:00;0,00;0,00;38745,00;22356,00;890287,00
800132211;HVTV;11/04/2021;18:00;0,00;0,00;39717,00;23503,00;911509,00
800132211;HVTV;12/04/2021;18:00;0,00;0,00;37153,00;20925,00;850318,00
800132211;HVTV;13/04/2021;18:00;0,00;0,00;38378,00;20814,00;825785,00
800132211;HVTV;14/04/2021;18:00;0,00;0,00;36976,00;20854,00;845413,00
800132211;HVTV;15/04/2021;18:00;0,00;0,00;37422,00;21431,00;818434,00
800132211;HVTV;16/04/2021;18:00;0,00;0,00;37368,00;21580,00;855759,00
800132211;HVTV;17/04/2021;18:00;0,00;0,00;37818,00;23025,00;899629,00
800132211;HVTV;18/04/2021;18:00;0,00;0,00;39735,00;23801,00;920052,00
800132211;HVTV;19/04/2021;18:00;0,00;0,00;37948,00;21676,00;829364,00
800132211;HVTV;20/04/2021;18:00;0,00;0,00;36747,00;22284,00;850230,00
800132211;HVTV;21/04/2021;18:00;0,00;0,00;36976,00;21062,00;838468,00
800132211;HVTV;22/04/2021;18:00;0,00;0,00;38992,00;22460,00;860500,00
800132211;HVTV;23/04/2021;18:00;0,00;0,00;38943,00;21945,00;915408,00
800132211;HVTV;24/04/2021;18:00;0,00;0,00;39033,00;22820,00;919069,00
800132211;HVTV;25/04/2021;18:00;0,00;0,00;43114,00;24096,00;941997,00
800132211;HVTV;26/04/2021;18:00;0,00;0,00;37489,00;21506,00;861030,00
800132211;HVTV;27/04/2021;18:00;0,00;0,00;41544,00;22326,00;879994,00
800132211;HVTV;28/04/2021;18:00;0,00;0,00;40257,00;21847,00;898797,00
800132211;HVTV;29/04/2021;18:00;0,00;0,00;41841,00;24318,00;911347,00
800132211;HVTV;30/04/2021;18:00;0,00;0,00;39307,00;22811,00;926823,00
800132211;HVTV;01/05/2021;18:00;0,00;0,00;39235,00;24793,00;967874,00
800132211;HVTV;02/05/2021;18:00;0,00;0,00;40320,00;24661,00;915192,00
800132211;HVTV;03/05/2021;18:00;0,00;0,00;37584,00;22283,00;849031,00
800132211;HVTV;04/05/2021;18:00;0,00;0,00;38074,00;24984,00;856062,00
800132211;HVTV;05/05/2021;18:00;0,00;0,00;37714,00;22354,00;885708,00
800132211;HVTV;06/05/2021;18:00;0,00;0,00;38844,00;23323,00;860943,00
800132211;HVTV;07/05/2021;18:00;0,00;0,00;35478,00;21376,00;845456,00
800132211;HVTV;08/05/2021;18:00;0,00;0,00;35469,00;23186,00;861656,00
800132211;HVTV;09/05/2021;18:00;0,00;0,00;37579,00;23643,00;865306,00
800132211;HVTV;10/05/2021;18:00;0,00;0,00;35694,00;21236,00;839959,00
800132211;HVTV;11/05/2021;18:00;0,00;0,00;35649,00;22223,00;834224,00
800132211;HVTV;12/05/2021;18:00;0,00;0,00;36801,00;21714,00;873774,00
800132211;HVTV;13/05/2021;18:00;0,00;0,00;37431,00;22765,00;852681,00
800132211;HVTV;14/05/2021;18:00;0,00;0,00;34452,00;20934,00;796273,00
800132211;HVTV;15/05/2021;18:00;0,00;0,00;34524,00;21788,00;825228,00
800132211;HVTV;16/05/2021;18:00;0,00;0,00;37008,00;22672,00;843663,00
800132211;HVTV;17/05/2021;18:00;0,00;0,00;40626,00;22918,00;877024,00
800132211;HVTV;18/05/2021;18:00;0,00;0,00;46165,00;22704,00;836233,00
800132211;HVTV;19/05/2021;18:00;0,00;0,00;35950,00;21738,00;851072,00
800132211;HVTV;20/05/2021;18:00;0,00;0,00;37138,00;22720,00;994550,00
800132211;HVTV;21/05/2021;18:00;0,00;0,00;34722,00;21789,00;843307,00
800132211;HVTV;22/05/2021;18:00;0,00;0,00;35086,00;23334,00;845251,00
800132211;HVTV;23/05/2021;18:00;0,00;0,00;37656,00;24545,00;881614,00
800132211;HVTV;24/05/2021;18:00;0,00;0,00;37768,00;24174,00;866937,00
800132211;HVTV;25/05/2021;18:00;0,00;0,00;37480,00;23359,00;850716,00
800132211;HVTV;26/05/2021;18:00;0,00;0,00;35968,00;21519,00;851158,00
800132211;HVTV;27/05/2021;18:00;0,00;0,00;44370,00;24092,00;881020,00
800132211;HVTV;28/05/2021;18:00;0,00;0,00;37822,00;23359,00;896529,00
800132211;HVTV;29/05/2021;18:00;0,00;0,00;35811,00;23364,00;885762,00
800132211;HVTV;30/05/2021;18:00;0,00;0,00;37323,00;25395,00;882489,00
800132211;HVTV;31/05/2021;18:00;0,00;0,00;34776,00;21772,00;831891,00
800132211;HVTV;01/06/2021;18:00;0,00;0,00;36544,00;21509,00;802040,00
800132211;HVTV;02/06/2021;18:00;0,00;0,00;34051,00;21340,00;799837,00
800132211;HVTV;03/06/2021;18:00;0,00;0,00;35176,00;21566,00;813931,00
800132211;HVTV;04/06/2021;18:00;0,00;0,00;33516,00;21000,00;811177,00
800132211;HVTV;05/06/2021;18:00;0,00;0,00;31770,00;20855,00;788551,00
800132211;HVTV;06/06/2021;18:00;0,00;0,00;35086,00;23181,00;842832,00
800132211;HVTV;07/06/2021;18:00;0,00;0,00;38344,00;23893,00;875318,00
800132211;HVTV;08/06/2021;18:00;0,00;0,00;38385,00;23804,00;827344,00
800132211;HVTV;09/06/2021;18:00;0,00;0,00;38448,00;23665,00;879930,00
800132211;HVTV;10/06/2021;18:00;0,00;0,00;36139,00;23048,00;845100,00
800132211;HVTV;11/06/2021;18:00;0,00;0,00;36999,00;23235,00;865630,00
800132211;HVTV;12/06/2021;18:00;0,00;0,00;35023,00;23017,00;835131,00
800132211;HVTV;13/06/2021;18:00;0,00;0,00;35703,00;23390,00;848350,00
800132211;HVTV;14/06/2021;18:00;0,00;0,00;39465,00;23885,00;896475,00
800132211;HVTV;15/06/2021;18:00;0,00;0,00;39145,00;22282,00;842734,00
800132211;HVTV;16/06/2021;18:00;0,00;0,00;37044,00;22336,00;828727,00
800132211;HVTV;17/06/2021;18:00;0,00;0,00;39060,00;22463,00;835120,00
800132211;HVTV;18/06/2021;18:00;0,00;0,00;38614,00;22843,00;838965,00
800132211;HVTV;19/06/2021;18:00;0,00;0,00;35194,00;22770,00;839754,00
800132211;HVTV;20/06/2021;18:00;0,00;0,00;39240,00;23877,00;868114,00
800132211;HVTV;21/06/2021;18:00;0,00;0,00;36864,00;22523,00;813250,00
800132211;HVTV;22/06/2021;18:00;0,00;0,00;37962,00;23658,00;857509,00
800132211;HVTV;23/06/2021;18:00;0,00;0,00;36477,00;23312,00;821188,00
800132211;HVTV;24/06/2021;18:00;0,00;0,00;38205,00;23605,00;860652,00
800132211;HVTV;25/06/2021;18:00;0,00;0,00;37732,00;23687,00;866160,00
800132211;HVTV;26/06/2021;18:00;0,00;0,00;36310,00;23368,00;858654,00
800132211;HVTV;27/06/2021;18:00;0,00;0,00;38475,00;24420,00;888958,00
800132211;HVTV;28/06/2021;18:00;0,00;0,00;40842,00;24744,00;852562,00
800132211;HVTV;29/06/2021;18:00;0,00;0,00;38425,00;23878,00;849085,00
800132211;HVTV;30/06/2021;18:00;0,00;0,00;37413,00;22884,00;833792,00
800132211;HVTV;01/07/2021;18:00;0,00;0,00;35586,00;22027,00;798908,00
800132211;HVTV;02/07/2021;18:00;0,00;0,00;35946,00;21601,00;786639,00
800132211;HVTV;03/07/2021;18:00;0,00;0,00;34038,00;21051,00;756302,00
800132211;HVTV;04/07/2021;18:00;0,00;0,00;35059,00;21507,00;780030,00
800132211;HVTV;05/07/2021;18:00;0,00;0,00;37759,00;23090,00;829537,00
800132211;HVTV;06/07/2021;18:00;0,00;0,00;38187,00;23413,00;786661,00
800132211;HVTV;07/07/2021;18:00;0,00;0,00;37201,00;22293,00;821750,00
800132211;HVTV;08/07/2021;18:00;0,00;0,00;37426,00;22811,00;825476,00
800132211;HVTV;09/07/2021;18:00;0,00;0,00;35653,00;22131,00;832453,00
