"","Proveedor","TrafDate","RushHour","TrafIntNal","TrafNAPCo","TrafAcuer","TrafLocal","TrafTotal"
"1","AVANTEL","2020-03-30","22:00",0.02,7737.69,4481.94,0,200289.13
"2","AVANTEL","2020-03-31","23:00",0.03,7136.28,4313.14,0,198947.95
"3","AVANTEL","2020-04-01","22:00",0.05,7627.29,4523.16,0,200803.09
"4","AVANTEL","2020-04-02","22:00",0.03,7756.01,4517.24,0,205449.38
"5","AVANTEL","2020-04-03","22:00",0.02,7837.03,4770.37,0,212014.48
"6","AVANTEL","2020-04-04","22:00",0.01,8404.94,4202.47,0,210709.91
"7","AVANTEL","2020-04-05","22:00",0.01,8233.57,4116.79,0,208025.59
"8","AVANTEL","2020-04-06","22:00",0.02,7405.47,4628.42,0,200248.66
"9","AVANTEL","2020-04-07","22:00",0.02,7502.25,4425.49,0,199525.66
"10","AVANTEL","2020-04-08","22:00",0.02,7763.73,4424.02,0,201923.16
"11","AVANTEL","2020-04-09","22:00",0.02,8139.43,4283.91,0,201719.67
"12","AVANTEL","2020-04-10","22:00",0.02,8863.56,3460.11,0,203402.81
"13","AVANTEL","2020-04-11","22:00",0.01,8061.66,4436.05,0,202662.95
"14","AVANTEL","2020-04-12","22:00",0.01,7636.96,4655.69,0,204525.52
"15","AVANTEL","2020-04-13","22:00",0.01,7637.88,4728.21,0,203688.55
"16","AVANTEL","2020-04-14","22:00",0.02,7532.83,4379.55,0,198747.95
"17","AVANTEL","2020-04-15","22:00",0.03,7495.73,4332.79,0,196868.19
"18","AVANTEL","2020-04-16","22:00",0.04,7467,4291.38,0,196338.48
"19","AVANTEL","2020-04-17","22:00",0.02,7730.14,4456.2,0,199605.44
"20","AVANTEL","2020-04-18","22:00",0.04,8045.51,4522.88,0,204976.28
"21","AVANTEL","2020-04-19","22:00",0.03,7882.34,4283.88,0,202210.58
"22","AVANTEL","2020-04-20","22:00",0.03,7517.86,4134.82,0,194626.48
"23","AVANTEL","2020-04-21","22:00",0.03,7528.16,4295.48,0,195574.63
"24","AVANTEL","2020-04-22","22:00",0.04,7521.48,4145.36,0,198344.95
"25","AVANTEL","2020-04-23","22:00",0.07,7570.36,4313.35,0,199344.27
"26","AVANTEL","2020-04-24","22:00",0.04,7840.9,4506.26,0,203897.19
"27","AVANTEL","2020-04-25","22:00",0.04,8150.5,4405.68,0,204139.5
"28","AVANTEL","2020-04-26","22:00",0.03,7814.79,4379.72,0,203095.67
"29","AVANTEL","2020-04-27","22:00",0.03,7591.58,4254.62,0,196504.13
"30","AVANTEL","2020-04-28","22:00",0.04,7685.63,4468.39,0,200135.88
"31","AVANTEL","2020-04-29","22:00",0.04,7536.46,4564.94,0,204007.34
"32","AVANTEL","2020-04-30","22:00",0.02,8009.91,4109.79,0,200808.11
"33","AVANTEL","2020-05-01","22:00",0.03,8027.86,4382.78,0,201738.81
"34","AVANTEL","2020-05-02","22:00",0.04,8087.07,4497.62,0,204985.52
"35","AVANTEL","2020-05-03","22:00",0.03,7875.73,4307.72,0,203190.13
"36","AVANTEL","2020-05-04","22:00",0.02,7705.63,4238.1,0,195805.44
"37","AVANTEL","2020-05-05","22:00",0.03,7354.94,4301.13,0,192568.38
"38","AVANTEL","2020-05-06","22:00",0.03,7562.24,4295.71,0,194790.17
"39","AVANTEL","2020-05-07","22:00",0.03,7411.41,4284.05,0,196086.88
"40","AVANTEL","2020-05-08","22:00",0.02,7354.94,4301.13,0,197743.56
"41","AVANTEL","2020-05-09","22:00",0.03,7622.97,4234.98,0,199312.45
"42","AVANTEL","2020-05-10","22:00",0.01,7229.93,4465.54,0,203973.89
"43","AVANTEL","2020-05-11","22:00",0.02,7555.18,4710.88,0,189988.84
"44","AVANTEL","2020-05-12","22:00",0.02,7645.33,4150.32,0,193581.42
"45","AVANTEL","2020-05-13","22:00",0.03,7345.57,4310.57,0,195533.16
"46","AVANTEL","2020-05-14","22:00",0.02,7547.72,4376.79,0,198115.34
"47","AVANTEL","2020-05-15","22:00",0.02,7820.8,4330.16,0,201504.39
"48","AVANTEL","2020-05-16","22:00",0.02,8057.36,4268.22,0,201006.52
"49","AVANTEL","2020-05-17","22:00",0.03,7853.62,4339.01,0,203215.05
"50","AVANTEL","2020-05-18","22:00",0.02,6863.88,4170.46,0,189368.59
"51","AVANTEL","2020-05-19","22:00",0.03,7686.39,4285.75,0,195119.3
"52","AVANTEL","2020-05-20","22:00",0.04,7565.83,4247.48,0,196127.27
"53","AVANTEL","2020-05-21","22:00",0.08,7135.67,4148.65,0,174669.67
"54","AVANTEL","2020-05-22","22:00",0.03,7365.44,4082.05,0,159070.66
"55","AVANTEL","2020-05-23","22:00",0.07,7758.57,4126.9,0,194174.52
"56","AVANTEL","2020-05-24","22:00",0.12,7903.87,4232.67,0,197568.45
"57","AVANTEL","2020-05-25","22:00",0.06,7425.2,4411.44,0,196650.91
"58","AVANTEL","2020-05-26","22:00",0.02,7330.51,4355.18,0,194581.23
"59","AVANTEL","2020-05-27","22:00",0.01,7397.13,4314.99,0,196424.31
"60","AVANTEL","2020-05-28","22:00",0.02,7281.17,4368.7,0,196854.7
"61","AVANTEL","2020-05-29","22:00",0.02,7221.4,4451.55,0,196268.38
"62","AVANTEL","2020-05-30","22:00",0.07,7802.46,4204.66,0,197574.69
"63","AVANTEL","2020-05-31","22:00",0.02,7754.82,4206,0,199010.02
"64","AVANTEL","2020-06-01","22:00",0.01,7218.34,4284.44,0,189041.66
"65","AVANTEL","2020-06-02","22:00",0.02,7338.12,4155.32,0,187716.16
"66","AVANTEL","2020-06-03","22:00",0.02,7475.91,4349.62,0,198037.81
"67","AVANTEL","2020-06-04","22:00",0.02,7399.51,4290.84,0,197228.09
"68","AVANTEL","2020-06-05","22:00",0.03,7323.12,4527.02,0,198569.88
"69","AVANTEL","2020-06-06","22:00",0.02,7829.27,4262.6,0,191763.23
"70","AVANTEL","2020-06-07","22:00",0.02,7476.6,4408.17,0,199560.05
"71","AVANTEL","2020-06-08","22:00",0.06,7545.39,4187.04,0,193543.66
"72","AVANTEL","2020-06-09","22:00",0.02,7516.34,4332.58,0,198334.84
"73","AVANTEL","2020-06-10","22:00",0.02,7586.53,4373.04,0,201379.08
"74","AVANTEL","2020-06-11","22:00",0.02,7775.4,4330.69,0,208491.8
"75","AVANTEL","2020-06-12","22:00",0.02,7749.38,4266.94,0,204269.55
"76","AVANTEL","2020-06-13","22:00",0.01,7583.14,4224.84,0,198546.97
"77","AVANTEL","2020-06-14","22:00",0.01,7756.87,4240.86,0,187778.45
"78","AVANTEL","2020-06-15","22:00",0.04,7652.07,4455.19,0,196592.64
"79","AVANTEL","2020-06-16","22:00",0.02,7341.86,4285.05,0,194669.19
"80","AVANTEL","2020-06-17","22:00",0.04,7641.92,4449.28,0,203511.45
"81","AVANTEL","2020-06-18","22:00",0.02,7697.88,4492.84,0,204813.7
"82","AVANTEL","2020-06-19","22:00",0.04,7557.56,4436.37,0,204627.53
"83","AVANTEL","2020-06-20","22:00",0.01,7771.98,4499.26,0,203562.48
"84","AVANTEL","2020-06-21","22:00",0.02,7449.25,4465.39,0,202361.23
"85","AVANTEL","2020-06-22","22:00",0.03,7778.59,4591.58,0,201775.52
"86","AVANTEL","2020-06-23","22:00",0.04,7517.77,4393.6,0,198569.8
"87","AVANTEL","2020-06-24","22:00",0.07,7484.6,4483.74,0,196509.23
"88","AVANTEL","2020-06-25","22:00",0.11,7182.29,4515.56,0,199560.08
"89","AVANTEL","2020-06-26","22:00",0.06,6516.26,3807.62,0,199104.97
"90","AVANTEL","2020-06-27","22:00",0.01,6827.47,3847.72,0,198795.64
"91","AVANTEL","2020-06-28","22:00",0.01,6476.7,3683.46,0,203416.13
"92","AVANTEL","2020-06-29","22:00",0.01,6674.7,4000.49,0,196650.91
"93","AVANTEL","2020-06-30","22:00",0.06,7380.92,4312.86,0,194048.05
"94","AVANTEL","2020-07-01","22:00",0.02,7096.48,4373.37,0,195542.63
"95","AVANTEL","2020-07-02","22:00",0.03,7312.76,4374.14,0,194472.23
"96","AVANTEL","2020-07-03","22:00",0.04,7569.63,4422.91,0,197472.33
"97","AVANTEL","2020-07-04","22:00",0.01,7722.12,4353.28,0,200611.27
"98","AVANTEL","2020-07-05","22:00",0.02,7600.09,4662.14,0,201498.91
"99","AVANTEL","2020-07-06","22:00",0.04,7404.71,4565.49,0,198374.56
"100","AVANTEL","2020-07-07","22:00",0.02,7226.26,4311.48,0,193060.67
"101","AVANTEL","2020-07-08","22:00",0.02,7310.42,4340.2,0,193996.16
"102","AVANTEL","2020-07-09","22:00",0.03,7414.2,4528.64,0,197653.27
"103","AVANTEL","2020-07-10","22:00",0.02,7643.95,4601.77,0,203339.88
"104","AVANTEL","2020-07-11","22:00",0.04,7845.72,4607.3,0,207337.67
"105","AVANTEL","2020-07-12","22:00",0.04,7633.14,4828.14,0,207063.27
"106","AVANTEL","2020-07-13","22:00",0.02,7475.38,4647.79,0,203685.45
"107","AVANTEL","2020-07-14","22:00",0.02,7537.31,4670.96,0,202756.59
"108","AVANTEL","2020-07-15","22:00",0.01,7459.97,4564.87,0,204459.5
"109","AVANTEL","2020-07-16","22:00",0.02,7583.86,4692.15,0,208051.91
"110","AVANTEL","2020-07-17","22:00",0.03,7901.11,4649.52,0,209856.52
"111","AVANTEL","2020-07-18","22:00",0.01,8170.05,4689.47,0,211447.42
"112","AVANTEL","2020-07-19","22:00",0.03,8180.97,4784.93,0,215039.52
"113","AVANTEL","2020-07-20","22:00",0.01,8138.61,4779.89,0,215345.45
"114","AVANTEL","2020-07-21","22:00",0.02,7845.05,4665.16,0,208487.09
"115","AVANTEL","2020-07-22","22:00",0.02,7992.92,4574.43,0,210291.25
"116","AVANTEL","2020-07-23","22:00",0.03,7931.11,4772.78,0,212193.94
"117","AVANTEL","2020-07-24","22:00",0.02,8148.03,4652.88,0,214401.89
"118","AVANTEL","2020-07-25","22:00",0.02,8624.83,4676.48,0,216902.05
"119","AVANTEL","2020-07-26","22:00",0.01,8229.65,4851.79,0,216101.05
"120","AVANTEL","2020-07-27","22:00",0.01,7820.43,4606.25,0,207407.11
"121","AVANTEL","2020-07-28","22:00",0.02,8034.54,4572.75,0,206394.06
"122","AVANTEL","2020-07-29","22:00",0.01,7783.19,4347.98,0,209895.95
"123","AVANTEL","2020-07-30","22:00",0,7956.89,4653.65,0,206666.8
"124","AVANTEL","2020-07-31","22:00",0.02,8257.47,4528.11,0,210653.63
"125","AVANTEL","2020-08-01","22:00",0.01,8549.29,4502.01,0,212185.92
"126","AVANTEL","2020-08-02","22:00",0,8114.74,4638.42,0,207884.63
"127","AVANTEL","2020-08-03","22:00",0.01,7925.7,4173.63,0,204525.05
"128","AVANTEL","2020-08-04","22:00",0.01,7835.32,4664.23,0,207012.06
"129","AVANTEL","2020-08-05","22:00",0.01,8077.75,4664.76,0,209928.67
"130","AVANTEL","2020-08-06","22:00",0.03,8401.26,4740.96,0,216822.98
"131","AVANTEL","2020-08-07","22:00",0.02,8493.18,4780.07,0,222230.83
"132","AVANTEL","2020-08-08","22:00",0,8639.01,4739.56,0,220198.06
"133","AVANTEL","2020-08-09","22:00",0.01,8274.91,4810.8,0,219957.16
"134","AVANTEL","2020-08-10","22:00",0.02,8059.65,4710.88,0,212423.84
"135","AVANTEL","2020-08-11","22:00",0.03,8174.65,4749.72,0,211093.2
"136","AVANTEL","2020-08-12","22:00",0.03,8066.93,4673.89,0,215668.95
"137","AVANTEL","2020-08-13","22:00",0.01,8804.82,4034.88,0,208187.17
"138","AVANTEL","2020-08-14","22:00",0.03,8409.78,4697,0,217332.45
"139","AVANTEL","2020-08-15","22:00",0.02,8532.05,4572.41,0,221022.95
"140","AVANTEL","2020-08-16","22:00",0,8064.68,4688.64,0,218828.61
"141","AVANTEL","2020-08-17","22:00",0.02,8353.4,4631.27,0,217495.88
"142","AVANTEL","2020-08-18","22:00",0,7797.42,4391.37,0,211425.02
"143","AVANTEL","2020-08-19","22:00",0.02,7837.43,4370.16,0,206595.97
"144","AVANTEL","2020-08-20","22:00",0.02,7579.39,4429.89,0,204223.53
"145","AVANTEL","2020-08-21","22:00",0.03,7608.03,4406.44,0,205475.59
"146","AVANTEL","2020-08-22","22:00",0.01,7798.47,4336.29,0,194844
"147","AVANTEL","2020-08-23","22:00",0.02,7370.53,4495.27,0,202817.78
"148","AVANTEL","2020-08-24","22:00",0.01,7351.02,4312.24,0,197024.45
"149","AVANTEL","2020-08-25","22:00",0,7391.12,4333.64,0,198389.06
"150","AVANTEL","2020-08-26","22:00",0,7394.87,4416.9,0,200893.09
"151","AVANTEL","2020-08-27","22:00",0.02,7272.74,4325.29,0,202390.2
"152","AVANTEL","2020-08-28","22:00",0.02,7247.75,4353.24,0,201335.88
"153","AVANTEL","2020-08-29","22:00",0.03,7342.27,4287.91,0,199548.97
"154","AVANTEL","2020-08-30","22:00",0,7231.1,4498.68,0,198203.34
"155","AVANTEL","2020-08-31","22:00",0.03,7333.06,4322.46,0,197036.06
"156","AVANTEL","2020-09-01","22:00",0,7094.8,4285.04,0,197597.53
"157","AVANTEL","2020-09-02","22:00",0,7341.19,4296.66,0,199595.19
"158","AVANTEL","2020-09-03","22:00",0,7247.69,4344.72,0,199594.47
"159","AVANTEL","2020-09-04","22:00",0,7387.47,4290.69,0,189411.89
"160","AVANTEL","2020-09-05","22:00",0.01,7890.98,3576.01,0,194506.92
"161","AVANTEL","2020-09-06","22:00",0,7195.66,4494.4,0,193605.63
"162","AVANTEL","2020-09-07","22:00",0,6994.5,4315.44,0,193041.91
"163","AVANTEL","2020-09-08","22:00",0,7143.46,4218.07,0,196638.81
"164","AVANTEL","2020-09-09","22:00",0,6742.32,5390.37,0,201692.67
"165","AVANTEL","2020-09-10","22:00",0,6718.2,4939.71,0,204268.36
"166","AVANTEL","2020-09-11","22:00",0.01,6947.21,4664.33,0,203763.59
"167","AVANTEL","2020-09-12","22:00",0.04,7029.61,4455.54,0,198406.61
"168","AVANTEL","2020-09-13","22:00",0.04,7065.12,4589.29,0,196705.03
"169","AVANTEL","2020-09-14","22:00",0.06,6857.13,4356.04,0,195189.72
"170","AVANTEL","2020-09-15","22:00",0.02,7011.98,4408.64,0,197204.72
"171","AVANTEL","2020-09-16","22:00",0.03,7045.14,4262.7,0,200188.39
"172","AVANTEL","2020-09-17","22:00",0.01,6963.96,4264.63,0,195436.02
"173","AVANTEL","2020-09-18","22:00",0.02,6919.03,4299.41,0,196544.69
"174","AVANTEL","2020-09-19","22:00",0.04,7140.26,3830.55,0,195430.77
"175","AVANTEL","2020-09-20","22:00",0.02,6906.38,4373.8,0,189506.61
"176","AVANTEL","2020-09-21","20:00",0.06,6768.54,4291.82,0,191699.78
"177","AVANTEL","2020-09-22","20:00",0.02,6887.19,4140.04,0,191343.19
"178","AVANTEL","2020-09-23","22:00",0.06,7202.43,4285.57,0,199975.72
"179","AVANTEL","2020-09-24","22:00",0.04,7115.12,4363.5,0,200012.98
"180","AVANTEL","2020-09-25","22:00",0.04,7079.12,4217.55,0,198681.11
"181","AVANTEL","2020-09-26","22:00",0.05,7079.12,4334.18,0,196617.56
"182","AVANTEL","2020-09-27","22:00",0.05,7331.97,4479.51,0,195955.16
"183","AVANTEL","2020-09-28","20:00",0.04,6943.06,4264.34,0,193925.63
"184","AVANTEL","2020-09-29","20:00",0.02,6946.82,4049.64,0,194086.69
"185","AVANTEL","2020-09-30","20:00",0.02,7002.51,4083.33,0,191826.69
"186","AVANTEL","2020-10-01","20:00",0.04,6933.27,4186.01,0,191675.7
"187","AVANTEL","2020-10-02","22:00",0.06,7166.16,4125.62,0,194876.52
"188","AVANTEL","2020-10-03","22:00",0.05,7158.68,4216.89,0,195199.72
"189","AVANTEL","2020-10-04","22:00",0.02,7312.3,4396.6,0,195339.41
"190","AVANTEL","2020-10-05","22:00",0.05,7143.31,4236.84,0,192953.3
"191","AVANTEL","2020-10-06","22:00",0.01,7217.05,4238.94,0,196652.3
"192","AVANTEL","2020-10-07","22:00",0.01,6964.27,4176.32,0,194263.39
"193","AVANTEL","2020-10-08","22:00",0.01,7123.52,4271.82,0,195971.86
"194","AVANTEL","2020-10-09","19:00",0.03,7067.51,4100.5,0,195414.7
"195","AVANTEL","2020-10-10","19:00",0.07,7203.2,4289.81,0,194995.3
"196","AVANTEL","2020-10-11","19:00",0.05,7394.78,4422.73,0,192679.5
"197","AVANTEL","2020-10-12","22:00",0.02,7593.18,4454.2,0,197202.81
"198","AVANTEL","2020-10-13","22:00",0.09,7800.7,4309.14,0,204761.81
"199","AVANTEL","2020-10-14","22:00",0.06,7662.96,4179.55,0,204009.34
"200","AVANTEL","2020-10-15","22:00",0.06,7480.47,4437,0,204533.09
"201","AVANTEL","2020-10-16","22:00",0.04,7370.77,4434.7,0,206415.14
"202","AVANTEL","2020-10-17","22:00",0.05,7375.38,4346.29,0,205681.06
"203","AVANTEL","2020-10-18","22:00",0.08,7551.18,4503.73,0,202197.23
"204","AVANTEL","2020-10-19","21:00",0.05,7357.23,4335.59,0,197453.45
"205","AVANTEL","2020-10-20","21:00",0.08,7425.89,4429.01,0,204736.34
"206","AVANTEL","2020-10-21","22:00",0.09,7385.05,4445.9,0,209251.31
"207","AVANTEL","2020-10-22","22:00",0.07,7491.91,4373.88,0,207797.94
"208","AVANTEL","2020-10-23","22:00",0.18,7293.07,4322.3,0,207446.27
"209","AVANTEL","2020-10-24","22:00",0.1,7553.5,4210.84,0,208015.52
"210","AVANTEL","2020-10-25","22:00",0.17,7491.48,4404.76,0,193514.59
"211","AVANTEL","2020-10-26","22:00",0.04,7302.44,4406.26,0,201061.8
"212","AVANTEL","2020-10-27","22:00",0.02,7414.27,4254.95,0,203589.06
"213","AVANTEL","2020-10-28","22:00",0.08,7689.8,4344.63,0,208311.77
"214","AVANTEL","2020-10-29","22:00",0.12,7360.39,4338.1,0,204760.77
"215","AVANTEL","2020-10-30","22:00",0.13,7341.04,4278.07,0,204746.95
"216","AVANTEL","2020-10-31","22:00",0.03,7311.12,4472.96,0,205505.2
"217","AVANTEL","2020-11-01","22:00",0.05,7645.21,4385.11,0,202545.66
"218","AVANTEL","2020-11-02","22:00",0.07,7737.92,4424.46,0,199236.69
"219","AVANTEL","2020-11-03","22:00",0.04,7698,4355.32,0,206765.7
"220","AVANTEL","2020-11-04","22:00",0.06,7675.5,4299.25,0,208142.31
"221","AVANTEL","2020-11-05","22:00",0.04,7569.79,4357.98,0,208633.84
"222","AVANTEL","2020-11-06","22:00",0.04,7604.81,4303.55,0,208333.45
"223","AVANTEL","2020-11-07","22:00",0.07,7895.01,4417.15,0,210775.2
"224","AVANTEL","2020-11-08","22:00",0.08,7916.95,4531.5,0,210093.06
"225","AVANTEL","2020-11-09","21:00",0.04,7794.3,4413.85,0,206831.11
"226","AVANTEL","2020-11-10","21:00",0.11,8061.38,4406.05,0,215734.72
"227","AVANTEL","2020-11-11","22:00",0.09,7938.77,4566.8,0,214642.73
"228","AVANTEL","2020-11-12","22:00",0.12,7836.01,4418.68,0,218222.98
"229","AVANTEL","2020-11-13","16:00",0.12,8034.96,4081.62,0,215686.89
"230","AVANTEL","2020-11-14","22:00",0.12,7588.61,4331.93,0,206119.36
"231","AVANTEL","2020-11-15","22:00",0.1,7945.59,4434.12,0,209685.75
"232","AVANTEL","2020-11-16","21:00",0.13,7777.95,4568.21,0,206598.31
"233","AVANTEL","2020-11-17","22:00",0.14,7879.6,4351.85,0,209971.95
"234","AVANTEL","2020-11-18","22:00",0.12,8044.94,4414.02,0,207843.31
"235","AVANTEL","2020-11-19","22:00",0.11,8056.96,4513.67,0,216534.48
"236","AVANTEL","2020-11-20","22:00",0.11,7861.62,4451.86,0,216438.23
"237","AVANTEL","2020-11-21","22:00",0.11,8212.41,4387.79,0,213758.55
"238","AVANTEL","2020-11-22","20:00",0.07,7895.72,4459.92,0,212451.5
"239","AVANTEL","2020-11-23","22:00",0.12,7991,4375.88,0,211754.81
"240","AVANTEL","2020-11-24","22:00",0.09,7993.43,4429.19,0,209112.44
"241","AVANTEL","2020-11-25","22:00",0.12,7852.72,4528.88,0,213966.19
"242","AVANTEL","2020-11-26","22:00",0.16,7810.05,4399.98,0,212788.09
"243","AVANTEL","2020-11-27","20:00",0.13,7625.01,4264.01,0,212306.42
"244","AVANTEL","2020-11-28","22:00",0.17,7765.5,4228.15,0,206311.34
"245","AVANTEL","2020-11-29","21:00",0.09,7728.63,4454.05,0,202031.63
"246","AVANTEL","2020-11-30","22:00",0.12,7809.75,4486.32,0,203375.06
"247","AVANTEL","2020-12-01","22:00",0.22,7911.12,4598.98,0,215293.16
"248","AVANTEL","2020-12-02","22:00",0.12,7985.52,4536.94,0,215544.39
"249","AVANTEL","2020-12-03","22:00",0.19,7740.31,4597.16,0,216807.59
"250","AVANTEL","2020-12-04","22:00",0.08,7724.69,4537.1,0,217211.63
"251","AVANTEL","2020-12-05","22:00",0.1,7797.77,4519,0,216138.56
"252","AVANTEL","2020-12-06","21:00",0.09,8042.52,4650.27,0,213013.59
"253","AVANTEL","2020-12-07","22:00",0.09,6988.28,4632.45,0,210537.69
"254","AVANTEL","2020-12-08","22:00",0.08,8116.02,4694.83,0,217902.63
"255","AVANTEL","2020-12-09","22:00",0.12,8213.6,4608.5,0,220520.44
"256","AVANTEL","2020-12-10","22:00",0.09,8202.26,4726.38,0,222246.94
"257","AVANTEL","2020-12-11","22:00",0.12,8048.38,4619.97,0,222773.81
"258","AVANTEL","2020-12-12","22:00",0.1,8154.51,4691.09,0,222811.56
"259","AVANTEL","2020-12-13","21:00",0.12,8611.39,4871.45,0,220593.2
"260","AVANTEL","2020-12-14","22:00",0.07,7765.43,5027.85,0,216520.88
"261","AVANTEL","2020-12-15","22:00",0.09,8160.89,4624.27,0,223168.47
"262","AVANTEL","2020-12-16","22:00",0.12,8024.78,4673.3,0,221719.5
"263","AVANTEL","2020-12-17","22:00",0.08,8202.59,4554.72,0,221156.28
"264","AVANTEL","2020-12-18","22:00",0.17,7948.82,4559.37,0,221244.94
"265","AVANTEL","2020-12-19","22:00",0.11,8076.3,4566.5,0,221082.36
"266","AVANTEL","2020-12-20","22:00",0.06,8301.02,4740.48,0,215332.91
"267","AVANTEL","2020-12-21","22:00",0.08,8079.91,4666.79,0,219216.77
"268","AVANTEL","2020-12-22","22:00",0.09,7710.9,4822.97,0,217397.3
"269","AVANTEL","2020-12-23","22:00",0.09,7445.81,4692.31,0,213013.89
"270","AVANTEL","2020-12-24","22:00",0.17,6185.08,4584.56,0,202168.7
"271","AVANTEL","2020-12-25","22:00",0.07,7776.68,4822.97,0,217074.23
"272","AVANTEL","2020-12-26","22:00",0.11,8216.38,4942.2,0,216291.16
"273","AVANTEL","2020-12-27","19:00",0.16,8436.21,5217.18,0,223293.63
"274","AVANTEL","2020-12-28","22:00",0.12,8172.93,4356.31,0,212429.59
"275","AVANTEL","2020-12-29","22:00",0.13,7016.11,5298.68,0,211954.16
"276","AVANTEL","2020-12-30","22:00",0.15,6659.54,5366.1,0,208628.14
"277","AVANTEL","2020-12-31","14:00",0.14,5415.62,5301.79,0,197324.63
"278","AVANTEL","2021-01-01","22:00",0.14,6719.96,5217.47,0,206799.61
"279","AVANTEL","2021-01-02","22:00",0.14,7562.29,5269.05,0,204888.83
"280","AVANTEL","2021-01-03","22:00",0.16,7427.18,5262.22,0,205265.31
"281","AVANTEL","2021-01-04","22:00",0.16,7412.3,5448.98,0,208903.16
"282","AVANTEL","2021-01-05","22:00",0.17,7378.93,5568.09,0,214978.88
"283","AVANTEL","2021-01-06","22:00",0.12,7409.67,5562.48,0,219165.31
"284","AVANTEL","2021-01-07","22:00",0.14,7369.49,5483.93,0,216493.36
"285","AVANTEL","2021-01-08","22:00",0.11,7980.55,5488.32,0,228680.58
"286","AVANTEL","2021-01-09","22:00",0.16,8532.35,5529.81,0,234820.52
"287","AVANTEL","2021-01-10","22:00",0.08,8541.24,5609.11,0,238354.55
"288","AVANTEL","2021-01-11","22:00",0.13,8151.86,5750.67,0,236561.38
"289","AVANTEL","2021-01-12","22:00",0.09,7942.54,5581.28,0,214838.27
"290","AVANTEL","2021-01-13","22:00",0.08,7978.78,5637.23,0,232573.38
"291","AVANTEL","2021-01-14","22:00",0.13,8013.19,5861.82,0,234667.09
"292","AVANTEL","2021-01-15","22:00",0.11,8111.13,5734.27,0,234259.2
"293","AVANTEL","2021-01-16","22:00",0.12,8554.91,5678.08,0,241305.48
"294","AVANTEL","2021-01-17","22:00",0.09,8297.35,5780.28,0,243948.98
"295","AVANTEL","2021-01-18","22:00",0.11,7589.88,5941.02,0,229411.84
"296","AVANTEL","2021-01-19","22:00",0.14,8003.32,5819.65,0,230362.69
"297","AVANTEL","2021-01-20","22:00",0.14,7905.67,5984.37,0,236085.38
"298","AVANTEL","2021-01-21","22:00",0.14,7847.06,5986.39,0,236015.66
"299","AVANTEL","2021-01-22","22:00",0.13,6929.3,5649.07,0,208439.22
"300","AVANTEL","2021-01-23","21:00",0.16,7909.56,5644.09,0,227634.06
"301","AVANTEL","2021-01-24","22:00",0.06,9046.8,4674.72,0,221275.2
"302","AVANTEL","2021-01-25","22:00",0.08,8774.01,4609.76,0,233858.27
"303","AVANTEL","2021-01-26","22:00",0.1,8855.81,4704.58,0,236341.48
"304","AVANTEL","2021-01-27","22:00",0.12,8624.27,4748.66,0,237058.58
"305","AVANTEL","2021-01-28","22:00",0.12,9057.55,4491.41,0,239974.17
"306","AVANTEL","2021-01-29","22:00",0.08,7972.61,5472.84,0,237960.31
"307","AVANTEL","2021-01-30","22:00",0.13,8897.66,4899.2,0,237350.23
"308","AVANTEL","2021-01-31","22:00",0.08,8455.07,5256.98,0,230772.45
"309","AVANTEL","2021-02-01","21:00",0.12,7843.59,5296.58,0,232771.45
"310","AVANTEL","2021-02-02","22:00",0.13,8227.66,5477.16,0,238998.89
"311","AVANTEL","2021-02-03","22:00",0.17,8393.58,5419.91,0,238615.41
"312","AVANTEL","2021-02-04","22:00",0.1,8481.68,5382.88,0,246260.64
"313","AVANTEL","2021-02-05","22:00",0.21,8290.58,5342.24,0,245109.52
"314","AVANTEL","2021-02-06","22:00",0.1,7883.19,5238.27,0,238614.77
"315","AVANTEL","2021-02-07","22:00",0.08,8179.25,5546.01,0,236483.97
"316","AVANTEL","2021-02-08","22:00",0.07,8352.1,5239.56,0,239042.11
"317","AVANTEL","2021-02-09","22:00",0.17,8539.05,5456.85,0,243019.44
"318","AVANTEL","2021-02-10","22:00",0.06,8533.86,5292.88,0,242831.66
"319","AVANTEL","2021-02-11","22:00",0.17,8358.21,5674.56,0,246618.83
"320","AVANTEL","2021-02-12","22:00",0.1,6563.01,7186.85,0,247907.5
"321","AVANTEL","2021-02-13","22:00",0.13,6536.78,7325.44,0,242171.2
"322","AVANTEL","2021-02-14","21:00",0.14,6627.25,7263.79,0,237970.06
"323","AVANTEL","2021-02-15","22:00",0.12,6365,7056.1,0,231732.28
"324","AVANTEL","2021-02-16","21:00",0.15,6388.86,7125.2,0,237619
"325","AVANTEL","2021-02-17","22:00",0.1,6517.57,7088,0,238822.52
"326","AVANTEL","2021-02-18","21:00",0.09,6686.19,7371.94,0,243409.08
"327","AVANTEL","2021-02-19","22:00",0.06,6384.7,7094.21,0,240959.23
"328","AVANTEL","2021-02-20","22:00",0.08,6268.12,7032.55,0,232259.5
"329","AVANTEL","2021-02-21","21:00",0.09,6425.68,7265.16,0,232803.36
"330","AVANTEL","2021-02-22","21:00",0.12,6324.85,6704.92,0,230031.97
"331","AVANTEL","2021-02-23","21:00",0.12,6318.98,7114.71,0,202599.77
"332","AVANTEL","2021-02-24","22:00",0.1,6483.38,6988.26,0,238224.38
"333","AVANTEL","2021-02-25","22:00",0.06,6289.35,7318.86,0,245031.14
